cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/26/2020,10/24/2020,SurveyMonkey,4465,lv,.0206495,.0033344,55,53.27675,53.36485,T,71895,134809
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/23/2020,10/23/2020,Gravis Marketing,677,lv,.8121232,.8121232,54,53.3727,53.37954,"",71877,134726
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/25/2020,10/23/2020,SurveyMonkey,4490,lv,.0218576,.0032046,55,53.27675,53.37969,T,71828,134674
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,4528,lv,0,0,55,53.27675,53.44385,T,71767,134543
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4540,lv,.0314974,.0024849,55,53.27675,53.45432,T,71684,134344
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/14/2020,10/20/2020,RMG Research,800,lv,.8138771,.3900701,50,50.56717,50.5758,"",71660,134247
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/11/2020,10/20/2020,Morning Consult,1038,lv,.8791218,.3673895,54,53.86758,53.84586,T,71648,134220
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/17/2020,10/20/2020,Fox News/Beacon Research/Shaw & Co. Research,1037,lv,1.763129,.9980393,49,49.03712,49.01929,"",71628,134186
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,4513,lv,.0660121,.0043842,55,53.27675,53.46862,T,71571,134119
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,Susquehanna Polling & Research Inc.,500,lv,.6815998,.3562502,45,46.23648,46.25816,"",71559,134051
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/14/2020,10/19/2020,Latino Decisions,400,lv,.5343021,.256077,50,48.90466,48.91553,"",71552,134036
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,Change Research,447,lv,.5608793,.2909094,52,52.27776,52.26976,"",71524,133962
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/21/2020,10/19/2020,SurveyMonkey,4511,lv,.0371363,.0019972,55,53.27675,53.48418,T,71469,133907
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,4575,lv,0,0,55,53.27675,53.50529,T,71384,133723
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/13/2020,10/19/2020,Ipsos,663,lv,.7193363,.3016074,51,51.5297,51.54315,"",71380,133665
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/14/2020,10/16/2020,Trafalgar Group,1051,lv,.585605,.2271278,47.6,49.74789,49.78259,"",71365,133639
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,4571,lv,.054408,.0015744,55,53.27675,53.52808,T,71302,133562
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/13/2020,10/16/2020,YouGov,1112,lv,1.093788,.427514,51,51.14957,51.15734,"",71296,133501
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,4565,lv,.0555211,.0012923,55,53.27675,53.5549,T,71244,133445
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,4513,lv,.0566336,.0009842,55,53.27675,53.57948,T,71183,133318
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,4425,lv,.0578905,.0006554,54,52.27354,52.60303,T,71109,133168
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/8/2020,10/11/2020,Civiqs,560,lv,.5797104,.1090584,53,51.28026,51.31571,"",71102,133105
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,Trafalgar Group,1043,lv,.4193351,.1074029,47.3,50.01711,50.0558,"",71095,133085
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,4414,lv,.0613905,.0003158,54,52.27354,52.62989,T,71015,132961
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/10/2020,10/13/2020,David Binder Research,200,lv,.3355042,.0880043,53,51.21712,51.22931,"",71004,132878
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,4397,lv,.0665559,0,54,52.27354,52.65851,T,70974,132804
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/2/2020,10/11/2020,Morning Consult,1067,lv,.8431594,.0924735,51,50.86709,50.94018,T,70763,132372
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/6/2020,10/11/2020,Ipsos,577,lv,.6874609,.0840363,51.5,52.02949,52.10515,"",70740,132338
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/8/2020,10/11/2020,Siena College/The New York Times Upshot,789,lv,1.644302,.3093354,51,51.28912,51.31813,"",70738,132335
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/30/2020,10/8/2020,Baldwin Wallace University,883,lv,.7271249,.0763638,49.2,49.53618,49.65744,"",70722,132291
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/4/2020,10/7/2020,Redfield & Wilton Strategies,688,lv,.6922636,.068683,51,52.12369,52.24064,"",70711,132265
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/30/2020,10/4/2020,Marquette University Law School,700,lv,1.453999,.0836538,47,46.60121,46.79036,"",70646,132105
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,10/2/2020,10/4/2020,Change Research,442,lv,.5516583,.0363723,51,51.278,51.4417,"",70609,132014
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/29/2020,10/5/2020,Ipsos,601,lv,.8080691,.0159394,50,50.5299,50.81699,"",70584,131967
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,813,lv,.5069495,0,50.57,48.83924,50.20098,"",70449,131303
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,2173,lv,.6109986,0,50.24,48.50937,49.96535,"",70399,131201
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1913,lv,.6009769,0,48.38,46.65192,47.89708,"",70349,131099
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,3806,lv,.5726671,0,53.45,51.72215,52.59451,T,70297,130992
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/25/2020,9/28/2020,Trafalgar Group,1084,lv,.4089454,0,47.2,49.91691,50.48995,"",70143,130683
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/23/2020,9/27/2020,Redfield & Wilton Strategies,663,lv,.6312854,0,48,49.1238,49.73578,"",70128,130655
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/23/2020,9/26/2020,Susquehanna Polling & Research Inc.,500,lv,.6815998,0,48,49.24195,49.87928,"",70025,130437
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/22/2020,9/25/2020,Trafalgar Group,1189,lv,.6197145,0,47.7,49.84803,50.53608,"",70014,130422
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/20/2020,9/24/2020,Marist College,727,lv,1.480951,0,54,53.01801,53.7499,"",69996,130357
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/17/2020,9/19/2020,Garin-Hart-Yang Research Group,400,lv,.565323,0,51,49.58007,50.40477,"",69985,130330
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/10/2020,9/21/2020,YouGov,664,lv,.9272192,0,50,50.14962,51.05038,"",69716,130007
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/8/2020,9/22/2020,Baldwin Wallace University,863,lv,.7211198,0,50.3,50.63619,51.55186,"",69703,129963
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/18/2020,9/20/2020,Change Research,571,lv,.61624,0,51,51.278,52.08539,"",69686,129908
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/20/2020,6/24/2020,Ogden & Fry,825,lv,.8871915,0,45.2,46.24794,47.55521,"",69632,129821
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/11/2020,9/16/2020,Ipsos,609,lv,.8722953,0,48,48.52951,49.48172,"",69627,129813
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/12/2020,9/16/2020,Redfield & Wilton Strategies,636,lv,.5981788,0,47,48.12269,49.05654,"",69547,129565
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/11/2020,9/15/2020,Civiqs,704,rv,.6030517,0,51,50.13439,51.1031,"",69538,129547
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/7/2020,9/16/2020,Morning Consult,800,lv,.6423361,0,51,50.86709,51.81172,T,69522,129505
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/6/2020,9/15/2020,Morning Consult,800,lv,.0639599,0,51,50.86709,51.8261,T,69497,129460
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/8/2020,9/13/2020,ABC News/The Washington Post,605,lv,1.322618,0,52,51.45552,52.43149,"",69475,129401
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/5/2020,9/14/2020,Morning Consult,809,lv,.0646537,0,51,50.86709,51.8407,T,69471,129393
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/9/2020,9/13/2020,SSRS,816,lv,1.146129,0,52,51.27198,52.24247,"",69463,129370
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/4/2020,9/13/2020,Morning Consult,774,lv,.0621825,0,50,49.86706,50.85553,T,69445,129341
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/3/2020,9/12/2020,Morning Consult,769,lv,.0623433,0,50,49.86706,50.86869,T,69427,129309
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/2/2020,9/11/2020,Morning Consult,797,lv,.0655801,0,50,49.86706,50.8796,T,69426,129308
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/8/2020,9/10/2020,Siena College/The New York Times Upshot,760,lv,1.589157,0,48,48.28897,49.30853,"",69419,129278
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/1/2020,9/10/2020,Morning Consult,797,lv,.0668558,0,50,49.86706,50.88913,T,69414,129271
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/31/2020,9/9/2020,Morning Consult,816,lv,.0703084,0,50,49.86706,50.89861,T,69404,129252
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/6/2020,9/8/2020,Emerson College,823,lv,1.410921,0,51.43,50.82261,51.83407,"",69403,129251
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/28/2020,9/8/2020,Benenson Strategy Group/GS Strategy Group,1200,lv,1.880784,0,50,50.04961,51.10456,"",68580,128407
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/30/2020,9/8/2020,Morning Consult,799,lv,.0710647,0,51,50.86709,51.90615,T,68570,128393
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/30/2020,9/3/2020,Marquette University Law School,688,lv,1.431371,0,48,47.60066,48.67639,"",68559,128354
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/4/2020,9/6/2020,Change Research,501,lv,.5736107,0,50,50.27809,51.32221,"",68538,128313
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/29/2020,9/7/2020,Morning Consult,791,lv,.0730613,0,51,50.86709,51.91406,T,68531,128298
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/30/2020,9/4/2020,Redfield & Wilton Strategies,670,lv,.6578386,0,50,51.1243,52.19365,"",68525,128290
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/28/2020,9/6/2020,Morning Consult,770,lv,.074355,0,51,50.86709,51.91953,T,68503,128248
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/1/2020,9/2/2020,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,53.09,52.20867,53.27948,"",68499,128241
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/27/2020,9/5/2020,Morning Consult,763,lv,.078544,0,50,49.86706,50.94029,T,68496,128232
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,9/2/2020,9/4/2020,YouGov,978,lv,1.205065,0,50,50.14962,51.22603,"",68495,128231
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/26/2020,9/4/2020,Morning Consult,775,lv,.0818928,0,51,50.86709,51.97301,T,68490,128220
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/25/2020,9/3/2020,Morning Consult,797,lv,.0862457,0,52,51.86719,52.99543,T,68488,128216
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/17/2020,8/20/2020,Hodas & Associates,600,lv,.7015365,0,51.91,51.23216,52.41533,"",68485,128206
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/24/2020,9/2/2020,Morning Consult,810,lv,.0894995,0,52,51.86719,53.01524,T,68471,128182
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/23/2020,9/1/2020,Morning Consult,809,lv,.0904508,0,52,51.86719,53.02397,T,68457,128143
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/22/2020,8/31/2020,Morning Consult,819,lv,.0931888,0,53,52.86735,54.02945,T,68456,128142
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/20/2020,8/29/2020,Morning Consult,797,lv,.095408,0,51,50.86709,52.04314,T,68455,128141
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/19/2020,8/28/2020,Morning Consult,797,lv,.0982555,0,51,50.86709,52.04731,T,68454,128140
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/18/2020,8/27/2020,Morning Consult,797,lv,.0998353,0,52,51.86719,53.05255,T,68453,128139
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/17/2020,8/26/2020,Morning Consult,797,lv,.0975422,0,52,51.86719,53.04759,T,68452,128138
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/16/2020,8/25/2020,Morning Consult,797,lv,.0945295,0,51,50.86709,52.0494,T,68451,128137
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/15/2020,8/24/2020,Morning Consult,797,lv,.0921807,0,50,49.86706,51.04961,T,68450,128136
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/14/2020,8/23/2020,Morning Consult,797,lv,.0910997,0,51,50.86709,52.04552,T,68449,128135
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/13/2020,8/22/2020,Morning Consult,797,lv,.0908785,0,50,49.86706,51.03639,T,68448,128134
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/12/2020,8/21/2020,Morning Consult,797,lv,.0907178,0,50,49.86706,51.02625,T,68447,128133
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/11/2020,8/20/2020,Morning Consult,797,lv,.07579,0,51,50.86709,51.97116,T,68446,128132
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/10/2020,8/19/2020,Morning Consult,797,lv,.0690576,0,51,50.86709,51.94331,T,68445,128131
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/9/2020,8/18/2020,Morning Consult,797,lv,.0635948,0,50,49.86706,50.92757,T,68444,128130
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/8/2020,8/17/2020,Morning Consult,797,lv,.058488,0,48,47.86721,48.93101,T,68443,128129
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/6/2020,8/15/2020,Morning Consult,797,lv,.1132512,0,50,49.86706,50.93963,T,68442,128128
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/5/2020,8/14/2020,Morning Consult,797,lv,.0576186,0,50,49.86706,50.94354,T,68441,128127
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/4/2020,8/13/2020,Morning Consult,797,lv,.0588302,0,50,49.86706,50.9514,T,68440,128126
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/3/2020,8/12/2020,Morning Consult,797,lv,.0602623,0,50,49.86706,50.96306,T,68439,128125
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/2/2020,8/11/2020,Morning Consult,797,lv,.0643585,0,50,49.86706,50.99499,T,68438,128124
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,8/1/2020,8/10/2020,Morning Consult,797,lv,.0657213,0,50,49.86706,51.00559,T,68437,128123
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/31/2020,8/9/2020,Morning Consult,797,lv,.0671647,0,50,49.86706,51.01563,T,68436,128122
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/30/2020,8/8/2020,Morning Consult,797,lv,.0689183,0,51,50.86709,52.02396,T,68435,128121
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/29/2020,8/7/2020,Morning Consult,797,lv,.0708007,0,51,50.86709,52.03354,T,68434,128120
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/28/2020,8/6/2020,Morning Consult,797,lv,.0706506,0,51,50.86709,52.04515,T,68433,128119
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/27/2020,8/5/2020,Morning Consult,797,lv,.0702969,0,51,50.86709,52.0605,T,68432,128118
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/26/2020,8/4/2020,Morning Consult,797,lv,.0699855,0,51,50.86709,52.07356,T,68431,128117
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/25/2020,8/3/2020,Morning Consult,797,lv,.0696851,0,51,50.86709,52.08479,T,68430,128116
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Morning Consult,797,lv,.0694284,0,52,51.86719,53.09555,T,68429,128115
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/23/2020,8/1/2020,Morning Consult,797,lv,.069401,0,51,50.86709,52.10934,T,68428,128114
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/22/2020,7/31/2020,Morning Consult,797,lv,.0696309,0,50,49.86706,51.12312,T,68427,128113
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/21/2020,7/30/2020,Morning Consult,797,lv,.0698658,0,51,50.86709,52.13683,T,68426,128112
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/20/2020,7/29/2020,Morning Consult,797,lv,.0701419,0,50,49.86706,51.1514,T,68425,128111
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/19/2020,7/28/2020,Morning Consult,797,lv,.0704251,0,50,49.86706,51.1643,T,68424,128110
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/18/2020,7/27/2020,Morning Consult,797,lv,.0703844,0,50,49.86706,51.17586,T,68423,128109
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/16/2020,7/25/2020,Morning Consult,797,lv,.0702384,0,49,48.8671,50.1969,T,68422,128108
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/15/2020,7/24/2020,Morning Consult,797,lv,.07017,0,49,48.8671,50.2063,T,68421,128107
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/14/2020,7/23/2020,Morning Consult,797,lv,.070102,0,48,47.86721,49.21536,T,68420,128106
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/13/2020,7/22/2020,Morning Consult,797,lv,.07007,0,47,46.86738,48.22504,T,68419,128105
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/12/2020,7/21/2020,Morning Consult,797,lv,.0700739,0,48,47.86721,49.23602,T,68418,128104
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/11/2020,7/20/2020,Morning Consult,797,lv,.0700777,0,48,47.86721,49.24453,T,68417,128103
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/10/2020,7/19/2020,Morning Consult,797,lv,.0700815,0,48,47.86721,49.25611,T,68416,128102
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/9/2020,7/18/2020,Morning Consult,797,lv,.0700853,0,49,48.8671,50.26854,T,68415,128101
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/8/2020,7/17/2020,Morning Consult,797,lv,.0700892,0,48,47.86721,49.27674,T,68414,128100
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/7/2020,7/16/2020,Morning Consult,797,lv,.070093,0,49,48.8671,50.28107,T,68413,128099
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/6/2020,7/15/2020,Morning Consult,797,lv,.0700968,0,49,48.8671,50.28205,T,68412,128098
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/5/2020,7/14/2020,Morning Consult,797,lv,.0700974,0,50,49.86706,51.28276,T,68411,128097
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/4/2020,7/13/2020,Morning Consult,797,lv,.0700979,0,50,49.86706,51.28148,T,68410,128096
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/3/2020,7/12/2020,Morning Consult,797,lv,.0700985,0,50,49.86706,51.27843,T,68409,128095
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/2/2020,7/11/2020,Morning Consult,797,lv,.070099,0,50,49.86706,51.27416,T,68408,128094
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,7/1/2020,7/10/2020,Morning Consult,797,lv,.0700995,0,51,50.86709,52.26928,T,68407,128093
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/30/2020,7/9/2020,Morning Consult,797,lv,.0701001,0,50,49.86706,51.26147,T,68406,128092
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/29/2020,7/8/2020,Morning Consult,797,lv,.0701006,0,51,50.86709,52.24316,T,68405,128091
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/28/2020,7/7/2020,Morning Consult,797,lv,.0701011,0,51,50.86709,52.23614,T,68404,128090
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/27/2020,7/6/2020,Morning Consult,797,lv,.0701017,0,50,49.86706,51.22237,T,68403,128089
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/26/2020,7/5/2020,Morning Consult,797,lv,.0701022,0,51,50.86709,52.20982,T,68402,128088
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/25/2020,7/4/2020,Morning Consult,797,lv,.0701022,0,50,49.86706,51.19815,T,68401,128087
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/24/2020,7/3/2020,Morning Consult,797,lv,.0701022,0,50,49.86706,51.18772,T,68400,128086
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/23/2020,7/2/2020,Morning Consult,797,lv,.0701022,0,50,49.86706,51.17717,T,68399,128085
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/22/2020,7/1/2020,Morning Consult,797,lv,.0701022,0,49,48.8671,50.16404,T,68398,128084
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/21/2020,6/30/2020,Morning Consult,797,lv,.0701022,0,49,48.8671,50.15452,T,68397,128083
2020,Wisconsin,10/27/2020,Joseph R. Biden Jr.,6/20/2020,6/29/2020,Morning Consult,797,lv,.0701022,0,48,47.86721,49.14293,T,68396,128082
